MSSubClass,MSZoning,LotFrontage,LotArea,LandContour,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,BsmtQual_NAN,GarageType_NAN,SalePrice
0.0,0.75,0.3844819395240602,0.9936524981351678,0.3333333333333333,0.5,0.7368421052631579,0.6000000000000001,1.0,0.5,0.8333333333333333,0.5555555555555556,1.0,1.0,0.2,0.5,0.5,0.1625,0.6666666666666666,0.3333333333333333,0.5,0.75,0.25,1.0,0.3692870201096892,0.6666666666666666,0.0,0.2844214608920491,1.0,1.0,0.7311527944744767,0.0,0.5,0.0,0.375,0.3333333333333333,0.6666666666666666,0.18181818181818188,1.0,0.3333333333333333,0.75,0.19626168224299065,1.0,0.5,0.4326923076923077,1.0,0.3967391304347826,0.08043875685557587,0.0,0.0,0.0,1.0,0.75,0.6666666666666666,0.75,0.0,0.0,222000
0.17647058823529413,0.25,0.3051051130406515,0.2594942457964429,0.3333333333333333,0.5,0.15789473684210525,0.6000000000000001,1.0,0.5,0.16666666666666666,0.4444444444444445,0.75,0.5,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,1.0,0.5,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.34841628959276016,0.5,1.0,0.4928098635028628,0.24477447744774475,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.4545454545454546,1.0,0.3333333333333333,0.75,0.7289719626168224,0.3333333333333333,0.5,0.28846153846153844,0.5,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75,0.0,0.0,162900
0.3529411764705882,0.75,0.3362173701621243,0.5815975123620758,0.3333333333333333,0.5,0.6842105263157894,0.6000000000000001,1.0,0.5,0.5,0.4444444444444445,0.5,0.5,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.75,0.6666666666666666,0.2207495429616088,0.6666666666666666,0.0,0.2944408532643827,0.75,1.0,0.3925671687598285,0.0,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.0,0.5,0.2803738317757009,0.3333333333333333,0.5,0.4615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.6666666666666666,0.75,0.0,0.0,132500
0.0,0.75,0.4288805731761245,0.4381206815909122,0.3333333333333333,0.5,0.6842105263157894,0.6000000000000001,1.0,0.5,0.8333333333333333,0.6666666666666665,0.5,0.5,0.9,0.9,0.5,0.16625,0.6666666666666666,1.0,1.0,0.75,0.5,1.0,0.4323583180987203,0.6666666666666666,0.0,0.4641241111829347,1.0,1.0,0.6372556403558112,0.0,0.5,0.0,0.375,0.3333333333333333,0.6666666666666666,0.4545454545454546,1.0,0.0,0.25,0.037383177570093455,0.3333333333333333,0.5,0.3878205128205128,1.0,0.18885869565217392,0.17915904936014626,0.0,0.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.75,0.0,0.0,210000
0.2352941176470588,0.75,0.5776838802086337,0.597503615605393,0.3333333333333333,0.5,0.2631578947368421,0.6000000000000001,1.0,0.5,1.0,0.5555555555555556,0.5,0.5,0.5,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,0.5,0.25,0.5,0.6666666666666666,0.22851919561243145,0.5,0.18724559023066484,0.3076923076923077,0.5,1.0,0.4734028985631578,0.5610561056105611,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5454545454545455,1.0,0.6666666666666666,0.75,0.3644859813084112,0.3333333333333333,0.5,0.4615384615384615,1.0,0.3804347826086956,0.0,0.0,0.0,0.0,0.4545454545454545,0.5,0.6666666666666666,0.75,0.0,0.0,206900
0.0,0.75,0.5156041494973234,0.5127434409562008,0.3333333333333333,0.5,1.0,0.6000000000000001,1.0,0.5,0.8333333333333333,0.7777777777777777,0.5,1.0,0.9,0.9,0.5,0.16375,0.6666666666666666,1.0,1.0,1.0,0.75,1.0,0.4972577696526509,0.6666666666666666,0.0,0.5536522301228184,1.0,1.0,0.7427917443273144,0.0,0.5,0.0,0.375,0.3333333333333333,1.0,0.3636363636363637,1.0,0.3333333333333333,0.75,0.04672897196261682,1.0,0.75,0.6858974358974359,1.0,0.0,0.04753199268738574,0.0,0.3541666666666667,0.0,0.0,0.75,0.6666666666666666,0.75,0.0,0.0,274900
0.17647058823529413,0.75,0.26070623655763536,0.6837997246278684,0.3333333333333333,0.5,0.3684210526315789,0.6000000000000001,1.0,0.5,0.16666666666666666,0.6666666666666665,0.5,0.5,0.9,0.9,0.25,0.0,0.6666666666666666,1.0,1.0,1.0,0.25,1.0,0.6174588665447898,0.6666666666666666,0.0,0.4634776987718164,1.0,1.0,0.6704821690471152,0.34708470847084705,0.5,0.5,0.125,0.3333333333333333,0.6666666666666666,0.2727272727272727,1.0,0.3333333333333333,1.0,0.05607476635514018,0.6666666666666666,0.5,0.5368589743589743,1.0,0.22826086956521735,0.07861060329067641,0.0,0.4125,0.0,0.6363636363636364,0.75,0.6666666666666666,0.0,0.0,0.0,239686
0.0,0.75,0.3844819395240602,0.6797884973383121,0.3333333333333333,0.5,0.2631578947368421,0.6000000000000001,1.0,0.5,0.8333333333333333,0.3333333333333333,0.5,1.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.25,0.5,0.2742230347349177,0.6666666666666666,0.0,0.2792501616031028,0.5,1.0,0.3332782116350113,0.0,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.18181818181818188,1.0,0.0,0.75,0.2616822429906542,0.3333333333333333,0.5,0.4615384615384615,1.0,0.2934782608695652,0.0,0.0,0.0,0.0,0.2727272727272727,0.5,0.0,0.75,0.0,0.0,111250
0.0,0.75,0.39365033250032666,0.5505137671713802,0.3333333333333333,0.5,0.6842105263157894,0.6000000000000001,1.0,0.5,0.8333333333333333,0.7777777777777777,0.5,0.5,0.9,0.9,1.0,0.16875,0.6666666666666666,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.6666666666666666,0.0,0.524240465416936,1.0,1.0,0.7130750156271293,0.0,0.5,0.0,0.375,0.3333333333333333,1.0,0.4545454545454546,1.0,0.3333333333333333,0.75,0.009345794392523364,0.6666666666666666,0.75,0.6891025641025641,1.0,0.23369565217391305,0.07678244972577697,0.0,0.0,0.0,0.0,0.75,0.6666666666666666,0.75,0.0,0.0,295493
0.17647058823529413,0.75,0.5300124878197654,0.8671533711292794,0.3333333333333333,0.5,0.2631578947368421,0.0,1.0,0.5,0.16666666666666666,0.5555555555555556,0.5,0.5,0.9,0.9,0.25,0.0,0.3333333333333333,1.0,0.5,0.5,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.29476405946994183,0.5,1.0,0.3656281961261248,0.3003300330033003,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.75,0.5794392523364486,0.3333333333333333,0.25,0.2644230769230769,1.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.0,0.0,0.0,97500
0.38235294117647056,0.75,0.4932646269438401,0.4797719638902666,0.3333333333333333,0.5,0.4736842105263158,0.6000000000000001,1.0,0.5,0.3333333333333333,0.5555555555555556,0.625,0.5,0.5,0.6000000000000001,0.25,0.0,0.3333333333333333,1.0,1.0,0.75,0.75,1.0,0.3414076782449726,0.6666666666666666,0.0,0.3025210084033613,1.0,1.0,0.41834532621985465,0.0,0.5,0.0,0.25,0.3333333333333333,0.6666666666666666,0.18181818181818188,1.0,0.0,0.0,0.16822429906542055,0.3333333333333333,0.5,0.4519230769230769,1.0,0.16304347826086954,0.0,0.0,0.0,0.0,0.2727272727272727,1.0,0.6666666666666666,0.75,0.0,0.0,147000
0.2352941176470588,0.75,0.4373492848057643,0.7220474603845002,1.0,0.5,0.8947368421052628,0.6000000000000001,1.0,0.5,1.0,1.0,0.5,1.0,0.9,0.9,0.5,0.644375,1.0,1.0,1.0,1.0,1.0,0.8333333333333333,0.0,0.6666666666666666,0.0,0.4557207498383969,1.0,1.0,0.633074428623122,0.8355335533553355,0.0,0.5,0.375,0.3333333333333333,0.6666666666666666,0.6363636363636365,1.0,0.3333333333333333,0.75,0.0,1.0,0.75,0.5136217948717948,1.0,0.2608695652173913,0.0,0.09585492227979277,0.0,0.0,0.8181818181818182,0.0,1.0,1.0,0.0,0.0,438780
0.0,0.75,0.3844819395240602,0.6709791879960081,0.3333333333333333,0.5,0.5263157894736842,0.6000000000000001,1.0,0.5,0.8333333333333333,0.5555555555555556,0.75,0.5,0.4,0.30000000000000004,0.5,0.19375,0.6666666666666666,0.3333333333333333,0.5,0.75,0.25,0.5,0.30987202925045704,0.6666666666666666,0.0,0.4654169360051713,1.0,1.0,0.6389199779075176,0.0,0.0,0.0,0.375,0.3333333333333333,0.6666666666666666,0.3636363636363637,1.0,0.3333333333333333,0.5,0.24299065420560745,1.0,0.5,0.374198717948718,1.0,0.0,0.0,0.25647668393782386,0.0,0.0,0.2727272727272727,0.25,0.6666666666666666,0.75,0.0,0.0,182900
0.0,0.75,0.5370786959534646,0.5018941099276057,0.3333333333333333,0.5,0.8421052631578947,0.6000000000000001,1.0,0.5,0.8333333333333333,0.6666666666666665,0.5,1.0,1.0,1.0,1.0,0.128125,1.0,1.0,1.0,1.0,0.25,1.0,0.5146252285191956,0.6666666666666666,0.0,0.5578539107950873,1.0,1.0,0.7473153346631718,0.0,0.5,0.0,0.375,0.3333333333333333,1.0,0.4545454545454546,1.0,0.3333333333333333,0.75,0.0,1.0,0.75,0.6298076923076923,1.0,0.23233695652173916,0.2522851919561243,0.0,0.5541666666666667,0.0,0.7272727272727273,0.25,1.0,1.0,0.0,0.0,311872
0.0,0.75,0.3844819395240602,0.7597024077039931,0.3333333333333333,0.5,0.2631578947368421,0.6000000000000001,1.0,0.5,0.8333333333333333,0.5555555555555556,0.625,0.5,0.2,0.2,0.5,0.053125,0.3333333333333333,1.0,0.5,0.5,0.25,0.5,0.2714808043875685,0.3333333333333333,0.1485753052917232,0.36974789915966383,1.0,1.0,0.6343318629858303,0.0,0.0,0.0,0.375,0.3333333333333333,0.6666666666666666,0.3636363636363637,1.0,0.6666666666666666,0.75,0.4392523364485981,0.3333333333333333,0.5,0.4583333333333333,1.0,0.2934782608695652,0.20109689213893966,0.0,0.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,181900
0.0,0.75,0.3844819395240602,0.9744696819572888,0.0,0.5,0.7368421052631579,0.6000000000000001,1.0,0.5,0.8333333333333333,0.5555555555555556,0.5,1.0,0.2,0.2,0.5,0.115,0.3333333333333333,0.3333333333333333,0.5,0.75,0.5,0.6666666666666666,0.015996343692870202,0.3333333333333333,0.5895522388059701,0.5846800258564965,0.5,1.0,0.9083350196377932,0.0,0.5,0.0,0.375,0.3333333333333333,0.6666666666666666,0.3636363636363637,1.0,0.6666666666666666,0.75,0.5046728971962616,0.3333333333333333,0.5,0.3605769230769231,1.0,0.2255434782608696,0.21937842778793415,0.4974093264248705,0.0,0.0,0.8181818181818182,0.25,0.0,0.0,0.0,0.0,217000
0.0,0.75,0.5082571568285814,0.7597831925693477,0.3333333333333333,0.5,0.8421052631578947,0.6000000000000001,1.0,0.5,0.8333333333333333,0.8888888888888888,0.5,0.5,0.9,0.9,1.0,0.1775,0.6666666666666666,1.0,1.0,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.4841628959276018,1.0,1.0,0.6657335015494543,0.0,0.0,0.0,0.25,0.3333333333333333,1.0,0.2727272727272727,1.0,0.3333333333333333,0.75,0.0,1.0,0.5,0.4743589743589744,1.0,0.0,0.3180987202925046,0.0,0.0,0.0,0.6363636363636364,0.5,1.0,1.0,0.0,0.0,264132
0.2352941176470588,0.75,0.5577527598632133,0.5027694466385091,0.3333333333333333,0.5,0.9473684210526316,0.6000000000000001,1.0,0.5,1.0,0.7777777777777777,0.5,0.5,0.9,0.9,0.5,0.420625,0.6666666666666666,1.0,1.0,0.75,0.5,1.0,0.5315356489945156,0.6666666666666666,0.0,0.4046541693600517,1.0,1.0,0.5628111829105111,0.6034103410341034,0.5,0.5,0.375,0.3333333333333333,0.6666666666666666,0.4545454545454546,1.0,0.3333333333333333,0.75,0.09345794392523364,0.6666666666666666,0.75,0.6858974358974359,1.0,0.0,0.2340036563071298,0.0,0.375,0.0,0.5454545454545454,0.75,0.6666666666666666,0.75,0.0,0.0,337000
0.0,1.0,0.3844819395240602,0.05405625350787169,0.3333333333333333,0.5,0.8421052631578947,0.6000000000000001,1.0,0.5,0.8333333333333333,0.6666666666666665,0.5,0.5,0.4,0.30000000000000004,1.0,0.27,1.0,1.0,1.0,1.0,0.75,1.0,0.2641681901279708,0.6666666666666666,0.0,0.4751131221719457,1.0,1.0,0.6545044782830778,0.0,0.5,0.5,0.25,0.3333333333333333,0.6666666666666666,0.3636363636363637,1.0,0.3333333333333333,0.75,0.009345794392523364,1.0,0.5,0.3878205128205128,1.0,0.0,0.263254113345521,0.0,0.0,0.0,0.4545454545454545,1.0,1.0,1.0,0.0,0.0,222000
0.38235294117647056,0.75,0.3844816966931084,0.34380411440347736,0.3333333333333333,0.5,0.6842105263157894,0.6000000000000001,1.0,0.5,0.3333333333333333,0.4444444444444445,0.875,0.5,0.30000000000000004,0.6000000000000001,0.25,0.0,0.3333333333333333,0.3333333333333333,0.5,0.75,0.75,1.0,0.3016453382084095,0.6666666666666666,0.0,0.2482223658694247,0.75,1.0,0.26280520992935275,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.18181818181818188,1.0,0.0,0.0,0.3271028037383177,1.0,0.25,0.3173076923076923,1.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.2727272727272727,0.75,0.6666666666666666,0.75,0.0,0.0,133900
0.2352941176470588,0.75,0.4288805731761245,0.6572489046831205,0.3333333333333333,0.5,0.9473684210526316,0.6000000000000001,1.0,0.5,1.0,0.7777777777777777,0.5,0.5,0.9,0.9,0.5,0.320625,0.6666666666666666,1.0,1.0,0.75,0.75,0.3333333333333333,0.025594149908592326,1.0,0.04341926729986431,0.4259857789269554,1.0,1.0,0.5904738426025351,0.6617161716171617,0.0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5454545454545455,1.0,0.3333333333333333,0.5,0.11214953271028036,0.6666666666666666,0.75,0.6025641025641025,1.0,0.3016304347826087,0.17915904936014626,0.0,0.0,0.0,0.9090909090909092,0.25,0.6666666666666666,0.75,0.0,0.0,290000
