SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,MasVnrType_NAN,BsmtQual_NAN,GarageType_NAN
164500,0.3529411764705882,0.75,0.645187933250744,0.6337125528894969,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.21052631578947367,0.6000000000000001,1.0,0.5,0.5,0.4444444444444445,0.625,0.2962962962962963,0.6666666666666666,0.5,0.0,0.9,0.9,0.5,0.060625,0.3333333333333333,1.0,0.5,0.5,0.75,0.75,0.3333333333333333,0.14990859232175502,1.0,0.3738127544097693,0.12200342465753423,0.3762120232708468,1.0,1.0,1.0,1.0,0.5868585508537012,0.0,0.0,0.4449689112271522,0.5,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.6666666666666666,0.25,0.8,0.37383177570093457,0.6666666666666666,0.5,0.4519230769230769,0.75,1.0,1.0,0.21739130434782608,0.12431444241316271,0.6217616580310881,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
275000,0.588235294117647,0.75,0.3844819395240602,0.2892279595061771,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,1.0,0.894736842105263,0.6000000000000001,1.0,0.5,0.8333333333333333,0.7777777777777777,0.5,0.15555555555555556,0.35,0.5,0.0,0.5,0.6000000000000001,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,0.75,1.0,1.0,0.5246800731261426,0.6666666666666666,0.0,0.2542808219178082,0.5630252100840336,1.0,0.5,1.0,1.0,0.7528362869982748,0.0,0.0,0.6031871706163474,0.5,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.6666666666666666,0.18181818181818188,1.0,0.3333333333333333,0.5,0.8,0.19626168224299065,0.6666666666666666,0.5,0.4519230769230769,0.75,1.0,1.0,0.15489130434782608,0.051188299817184646,0.6062176165803109,0.0,0.0,0.0,0.0,0.9999999999999999,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
96500,0.14705882352941177,0.75,0.3362173701621243,0.5713432525670195,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.7368421052631579,0.6000000000000001,1.0,0.5,0.0,0.4444444444444445,0.5,0.6,0.95,0.5,0.0,0.2,0.2,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3287671232876712,0.2482223658694247,0.0,0.25,0.0,1.0,0.2789460837001263,0.0,0.0,0.1514513845461236,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,0.3333333333333333,0.18181818181818188,1.0,0.0,0.25,0.4,0.7570093457943925,0.3333333333333333,0.25,0.16025641025641024,0.25,0.6666666666666666,1.0,0.0,0.0,0.2901554404145078,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
146500,0.2941176470588235,0.75,0.5370786959534646,0.5058850753805633,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.2631578947368421,0.0,1.0,0.5,1.0,0.4444444444444445,0.75,0.4814814814814815,0.2,0.5,0.0,0.4,0.30000000000000004,1.0,0.14,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.3333333333333333,0.17641681901279707,0.6666666666666666,0.0,0.1464041095890411,0.23529411764705882,1.0,1.0,1.0,1.0,0.3496718114767181,0.4158415841584158,0.0,0.5701625968794857,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,0.6666666666666666,0.36363636363636365,1.0,0.6666666666666666,0.75,0.8,0.6074766355140186,0.3333333333333333,0.25,0.25,0.75,1.0,1.0,0.22826086956521738,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
122900,0.17647058823529413,0.75,0.3844816966931084,0.41057329845967505,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.5,0.2631578947368421,0.0,1.0,0.5,0.16666666666666666,0.4444444444444445,0.75,0.42962962962962964,0.016666666666666666,0.5,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.75,0.5,0.8333333333333333,0.0,0.6666666666666666,0.0,0.2876712328767123,0.2171945701357466,1.0,1.0,1.0,1.0,0.18290951011363044,0.1386138613861386,0.0,0.24153685253780255,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.0,0.4,0.037383177570093455,0.3333333333333333,0.5,0.4615384615384615,0.75,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.5454545454545454,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
210000,0.0,0.75,0.5776838802086337,0.6998006234267589,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.5263157894736842,0.6000000000000001,1.0,0.5,0.8333333333333333,0.5555555555555556,0.625,0.23703703703703705,0.36666666666666664,0.5,0.0,0.7000000000000001,0.5,1.0,0.074375,0.3333333333333333,1.0,0.5,0.75,0.75,0.25,0.6666666666666666,0.3610603290676417,0.3333333333333333,0.11058344640434192,0.2521404109589041,0.49838396897220427,1.0,0.5,1.0,1.0,0.8569233616585561,0.0,0.0,0.7024081635049249,0.5,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.36363636363636365,0.3333333333333333,0.6666666666666666,0.5,0.8,0.29906542056074764,0.3333333333333333,0.5,0.4006410256410256,0.75,1.0,1.0,0.4741847826086956,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.6666666666666666,0.75,0.0,0.0,0.0
115000,0.17647058823529413,0.25,0.3844819395240602,0.25949424579644287,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.15789473684210525,0.6000000000000001,1.0,0.5,0.16666666666666666,0.4444444444444445,0.375,0.5185185185185185,0.9333333333333333,0.5,0.0,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.25,0.75,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.3835616438356164,0.28959276018099545,1.0,0.75,1.0,0.6666666666666666,0.3550380264963118,0.24642464246424642,0.0,0.4552458923585907,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.3333333333333333,0.36363636363636365,1.0,0.0,0.75,0.4,0.6542056074766355,0.3333333333333333,0.25,0.1923076923076923,0.5,1.0,1.0,0.2717391304347826,0.20840950639853748,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
122000,1.0,0.25,0.3844816966931084,0.5443747765700824,1.0,1.0,0.6666666666666666,0.0,1.0,0.5,0.5,0.05263157894736842,0.2,1.0,0.0,0.6666666666666666,0.6666666666666665,0.375,0.7185185185185186,0.95,1.0,0.0,0.2,0.2,0.25,0.0,0.0,1.0,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.39597602739726023,0.2989657401422107,1.0,0.5,0.0,0.3333333333333333,0.3988063177238925,0.5088008800880087,0.0,0.6493939090081269,0.0,0.0,0.3333333333333333,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5454545454545455,1.0,0.3333333333333333,0.75,0.4,0.4392523364485981,0.3333333333333333,0.25,0.24679487179487178,0.75,1.0,0.0,0.0,0.0,0.6839378238341969,0.0,0.0,0.0,0.0,0.0,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
241500,0.0,0.75,0.5440560186071031,0.5604543248925529,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.5,0.5263157894736842,0.6000000000000001,1.0,0.5,0.8333333333333333,0.6666666666666665,0.5,0.13333333333333333,0.3,0.5,0.0,0.2,0.2,0.5,0.06375,0.3333333333333333,1.0,0.5,0.75,0.75,0.75,1.0,0.42458866544789764,0.6666666666666666,0.0,0.39212328767123283,0.5963154492566257,1.0,0.75,1.0,1.0,0.795900116467219,0.0,0.0,0.6442377614936361,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.5,0.8,0.16822429906542055,1.0,0.5,0.483974358974359,0.75,1.0,1.0,0.26766304347826086,0.0712979890310786,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75,0.0,0.0,0.0
185000,0.0,0.75,0.3844819395240602,0.6307032808899242,1.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.5,0.5,0.5263157894736842,0.4,1.0,0.5,0.8333333333333333,0.5555555555555556,0.625,0.2888888888888889,0.65,1.0,0.0,0.5,0.6000000000000001,0.5,0.356875,0.3333333333333333,1.0,0.5,0.5,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.6172945205479452,0.4660633484162896,1.0,0.5,1.0,1.0,0.6397504137993812,0.0,0.0,0.4953880739745471,0.0,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.5,0.8,0.3644859813084112,0.6666666666666666,0.5,0.4927884615384615,0.75,1.0,1.0,0.5040760869565217,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
