MSSubClass,MSZoning,LotFrontage,LotArea,LandContour,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,TotalBsmtSF,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,BsmtFullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,PoolArea,MoSold,YrSold,SaleType,SaleCondition,BsmtQual_NAN,GarageType_NAN,SalePrice
0.3529411764705882,0.75,0.6451879332507441,0.6337125528894969,0.3333333333333333,0.5,0.21052631578947367,0.6000000000000001,1.0,0.5,0.5,0.4444444444444445,0.625,0.5,0.9,0.9,0.5,0.060625,0.3333333333333333,1.0,0.5,0.5,0.75,0.3333333333333333,0.14990859232175502,1.0,0.3738127544097693,0.3762120232708468,1.0,1.0,0.5868585508537012,0.0,0.5,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.6666666666666666,0.25,0.37383177570093457,0.6666666666666666,0.5,0.4519230769230769,1.0,0.21739130434782608,0.12431444241316272,0.6217616580310881,0.0,0.0,0.3636363636363637,0.0,0.6666666666666666,0.0,0.0,0.0,164500
0.588235294117647,0.75,0.3844819395240602,0.2892279595061771,0.6666666666666666,1.0,0.8947368421052628,0.6000000000000001,1.0,0.5,0.8333333333333333,0.7777777777777777,0.5,0.5,0.5,0.6000000000000001,0.25,0.0,0.6666666666666666,1.0,1.0,0.75,1.0,1.0,0.5246800731261426,0.6666666666666666,0.0,0.5630252100840336,0.5,1.0,0.7528362869982748,0.0,0.5,0.0,0.25,0.3333333333333333,0.6666666666666666,0.18181818181818188,1.0,0.3333333333333333,0.5,0.19626168224299065,0.6666666666666666,0.5,0.4519230769230769,1.0,0.15489130434782608,0.05118829981718465,0.6062176165803109,0.0,0.0,1.0,0.0,0.6666666666666666,0.75,0.0,0.0,275000
0.14705882352941174,0.75,0.3362173701621243,0.5713432525670195,0.3333333333333333,0.5,0.7368421052631579,0.6000000000000001,1.0,0.5,0.0,0.4444444444444445,0.5,0.5,0.2,0.2,0.25,0.0,0.3333333333333333,1.0,0.25,0.5,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.2482223658694247,0.25,1.0,0.2789460837001263,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.18181818181818188,1.0,0.0,0.25,0.7570093457943925,0.3333333333333333,0.25,0.16025641025641024,1.0,0.0,0.0,0.2901554404145078,0.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,96500
0.2941176470588235,0.75,0.5370786959534646,0.5058850753805633,0.3333333333333333,0.5,0.2631578947368421,0.0,1.0,0.5,1.0,0.4444444444444445,0.75,0.5,0.4,0.30000000000000004,1.0,0.14,0.3333333333333333,1.0,0.5,0.5,0.25,0.3333333333333333,0.17641681901279707,0.6666666666666666,0.0,0.2352941176470588,1.0,1.0,0.3496718114767181,0.4158415841584158,0.0,0.5,0.375,0.3333333333333333,0.6666666666666666,0.3636363636363637,1.0,0.6666666666666666,0.75,0.6074766355140186,0.3333333333333333,0.25,0.25,1.0,0.22826086956521735,0.0,0.0,0.0,0.0,0.4545454545454545,0.25,0.6666666666666666,0.75,0.0,0.0,146500
0.17647058823529413,0.75,0.3844816966931084,0.4105732984596751,0.3333333333333333,0.5,0.2631578947368421,0.0,1.0,0.5,0.16666666666666666,0.4444444444444445,0.75,0.5,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.8333333333333333,0.0,0.6666666666666666,0.0,0.2171945701357466,1.0,1.0,0.18290951011363046,0.1386138613861386,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.0,0.037383177570093455,0.3333333333333333,0.5,0.4615384615384615,1.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.25,0.6666666666666666,0.75,0.0,0.0,122900
0.0,0.75,0.5776838802086337,0.6998006234267589,0.3333333333333333,0.5,0.5263157894736842,0.6000000000000001,1.0,0.5,0.8333333333333333,0.5555555555555556,0.625,0.5,0.7000000000000001,0.5,1.0,0.074375,0.3333333333333333,1.0,0.5,0.75,0.25,0.6666666666666666,0.3610603290676417,0.3333333333333333,0.11058344640434192,0.4983839689722042,0.5,1.0,0.8569233616585561,0.0,0.5,0.0,0.375,0.3333333333333333,0.3333333333333333,0.3636363636363637,0.3333333333333333,0.6666666666666666,0.5,0.29906542056074764,0.3333333333333333,0.5,0.4006410256410256,1.0,0.4741847826086956,0.0,0.0,0.0,0.0,0.09090909090909093,1.0,0.6666666666666666,0.75,0.0,0.0,210000
0.17647058823529413,0.25,0.3844819395240602,0.2594942457964429,0.3333333333333333,0.5,0.15789473684210525,0.6000000000000001,1.0,0.5,0.16666666666666666,0.4444444444444445,0.375,0.5,0.4,0.30000000000000004,0.25,0.0,0.3333333333333333,1.0,0.25,0.75,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.28959276018099545,0.75,0.6666666666666666,0.3550380264963118,0.2464246424642464,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.3636363636363637,1.0,0.0,0.75,0.6542056074766355,0.3333333333333333,0.25,0.1923076923076923,1.0,0.2717391304347826,0.20840950639853748,0.0,0.0,0.0,0.2727272727272727,0.0,0.6666666666666666,0.75,0.0,0.0,115000
1.0,0.25,0.3844816966931084,0.5443747765700824,0.0,0.5,0.05263157894736842,0.2,1.0,0.0,0.6666666666666666,0.6666666666666665,0.375,1.0,0.2,0.2,0.25,0.0,0.0,1.0,0.5,0.5,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.2989657401422107,0.5,0.3333333333333333,0.3988063177238925,0.5088008800880087,0.0,0.5,0.5,0.6666666666666666,0.3333333333333333,0.5454545454545455,1.0,0.3333333333333333,0.75,0.4392523364485981,0.3333333333333333,0.25,0.24679487179487175,0.0,0.0,0.0,0.6839378238341969,0.0,0.0,0.0,0.25,0.6666666666666666,0.75,0.0,0.0,122000
0.0,0.75,0.5440560186071031,0.5604543248925529,0.3333333333333333,0.5,0.5263157894736842,0.6000000000000001,1.0,0.5,0.8333333333333333,0.6666666666666665,0.5,0.5,0.2,0.2,0.5,0.06375,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,0.4245886654478976,0.6666666666666666,0.0,0.5963154492566257,0.75,1.0,0.7959001164672191,0.0,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.5,0.16822429906542055,1.0,0.5,0.48397435897435903,1.0,0.2676630434782609,0.0712979890310786,0.0,0.0,0.0,0.4545454545454545,0.0,0.6666666666666666,0.75,0.0,0.0,241500
0.0,0.75,0.3844819395240602,0.6307032808899242,0.3333333333333333,0.5,0.5263157894736842,0.4,1.0,0.5,0.8333333333333333,0.5555555555555556,0.625,1.0,0.5,0.6000000000000001,0.5,0.356875,0.3333333333333333,1.0,0.5,0.5,0.25,0.8333333333333333,0.0,0.6666666666666666,0.0,0.4660633484162896,0.5,1.0,0.6397504137993812,0.0,0.0,0.0,0.25,0.3333333333333333,0.3333333333333333,0.2727272727272727,1.0,0.3333333333333333,0.5,0.3644859813084112,0.6666666666666666,0.5,0.4927884615384615,1.0,0.5040760869565217,0.0,0.0,0.0,0.0,0.09090909090909093,0.75,0.6666666666666666,0.75,0.0,0.0,185000
